0.5	0.35
0.75	0.45
1	0.56
2.5	1.56
5	3.40
10	4.48
20	9.91
30	13.00
40	15.63
	
	
0.5	0.95
0.75	1.38
1	1.77
2.5	3.77
5	5.93
10	5.68
20	10.86
30	12.35
40	13.44
