0.5    	6.905
0.75   	8.911
1      	12.315
1.25   	12.823
2.5    	20.868
5      	66.427
10     	185.834
20     	385.310
40     	413.695
	
	
0.5    	31.724
0.75   	38.578
1      	47.939
1.25   	48.132
2.5    	86.690
5      	184.461
10     	310.391
20     	257.565
40     	106.558
